Station_ID,Latitude,Longitude,Elevation,State,Station_Name,Flag_Global,Flag,WMO,category
USC00087982,28.8147,-81.2778,3.7,FL,SANFORD                       ,   ,   ,     ,COOP
USC00088021,27.35,-82.5333,9.1,FL,SARASOTA                      ,   ,   ,     ,COOP
USC00088024,27.3333,-82.4667,9.1,FL,SARASOTA 5 E                  ,   ,   ,     ,COOP
USC00088040,29.55,-81.65,23.8,FL,SATSUMA HEIGHTS               ,   ,   ,     ,COOP
USC00088051,28.73,-80.8794,12.8,FL,SCOTTSMOOR 2.5 SSW            ,   ,   ,     ,COOP
USC00088076,29.6711,-83.3883,1.5,FL,SEA HAG MARINA                ,   ,   ,     ,COOP
USC00088082,27.8167,-80.4833,11.0,FL,SEBASTIAN                     ,   ,   ,     ,COOP
USC00088094,30.2,-83.65,14.9,FL,SECOTAN                       ,   ,   ,     ,COOP
USC00088165,27.8167,-81.2167,18.3,FL,SHADY OAKS FISH CAMP          ,   ,   ,     ,COOP
USC00088290,30.2,-84.6667,18.3,FL,SMITH CREEK                   ,   ,   ,     ,COOP
USC00088368,26.47,-80.6403,6.1,FL,S BAY 15 S                    ,   ,   ,     ,COOP
USC00088396,25.7,-80.35,24.1,FL,SOUTH MIAMI 5 W               ,   ,   ,     ,COOP
USC00088527,29.9333,-82.1,49.4,FL,STARKE                        ,   ,   ,     ,COOP
USC00088529,29.9381,-82.1164,45.7,FL,STARKE                        ,   ,   ,     ,COOP
USC00088530,29.95,-82.0333,50.3,FL,STARKE 5 E                    ,   ,   ,     ,COOP
USC00088565,29.7236,-83.3061,10.7,FL,STEINHATCHEE 6 ENE            ,   ,   ,     ,COOP
USC00088573,29.7,-83.3833,3.0,FL,STEPHENSVILLE                 ,   ,   ,     ,COOP
USC00088620,27.1897,-80.2397,4.0,FL,STUART                        ,   ,   ,     ,COOP
USC00088671,26.2667,-81.35,3.0,FL,SUNNILAND                     ,   ,   ,     ,COOP
USC00088737,30.0667,-81.65,3.0,FL,SWITZERLAND                   ,   ,   ,     ,COOP
USC00088754,30.4333,-84.2833,58.5,FL,TALLAHASSEE                   ,   ,   ,     ,COOP
USC00088756,30.3964,-84.3558,16.8,FL,TALLAHASSEE AP                ,   ,   ,     ,COOP
USC00088775,25.7667,-80.45,3.0,FL,TAMIAMI CANAL                 ,   ,   ,     ,COOP
USC00088780,25.7608,-80.8242,4.6,FL,TAMIAMI TRAIL 40 MI BEND      ,   ,   ,     ,COOP
USC00088782,27.7053,-82.4008,12.2,FL,TAMPA BAY AREA WFO            ,   ,   ,72210,WMO
USC00088784,28.0575,-82.475,13.4,FL,TAMPA 6 NE                    ,   ,   ,     ,COOP
USC00088786,27.95,-82.45,-999.9,FL,TAMPA                         ,   ,   ,     ,COOP
USC00088824,28.1522,-82.7539,1.8,FL,TARPON SPGS SEWAGE PLT        ,   ,HCN,     ,COOP
USC00088841,25.0069,-80.5211,2.1,FL,TAVERNIER                     ,   ,   ,     ,COOP
USC00088890,28.05,-82.3833,22.9,FL,TEMPLE TERRACES               ,   ,   ,     ,COOP
USC00088942,28.6244,-80.8169,4.9,FL,TITUSVILLE                    ,   ,HCN,     ,COOP
USC00088967,28.1333,-81.3333,18.0,FL,TOHOPEKALIGA CYP CANAL        ,   ,   ,     ,COOP
USC00089034,30.0058,-82.9975,18.3,FL,TROY SPRING SP                ,   ,   ,     ,COOP
USC00089048,27.8,-81.1833,18.3,FL,TURKEY HAMMOCK                ,   ,   ,     ,COOP
USC00089120,29.4081,-82.8189,10.1,FL,USHER TWR                     ,   ,   ,     ,COOP
USC00089176,27.1006,-82.4364,2.4,FL,VENICE                        ,   ,   ,     ,COOP
USC00089184,27.135,-81.3303,49.1,FL,VENUS                         ,   ,   ,     ,COOP
USC00089206,30.6167,-85.7167,14.9,FL,VERNON                        ,   ,   ,     ,COOP
USC00089219,27.6528,-80.4031,6.1,FL,VERO BEACH 4SE                ,   ,   ,     ,COOP
USC00089401,27.5478,-81.7994,18.3,FL,WAUCHULA                      ,   ,   ,     ,COOP
USC00089417,30.6333,-85.5833,76.2,FL,WAUSAU                        ,   ,   ,     ,COOP
USC00089430,28.5175,-82.5756,6.1,FL,WEEKI WACHEE                  ,   ,   ,     ,COOP
USC00089511,26.0933,-80.3953,3.0,FL,WESTON                        ,   ,   ,     ,COOP
USC00089520,26.7167,-80.05,6.1,FL,WEST PALM BEACH               ,   ,   ,     ,COOP
USC00089521,26.7333,-80.05,2.4,FL,WEST PALM BCH RADIO WJ        ,   ,   ,     ,COOP
USC00089566,30.1122,-85.1958,13.4,FL,WEWAHITCHKA                   ,   ,   ,     ,COOP
USC00089640,30.4392,-82.7847,40.2,FL,WHITE SPRINGS 7N              ,   ,   ,     ,COOP
USC00089660,30.1667,-84.9167,15.2,FL,WILMA                         ,   ,   ,     ,COOP
USC00089707,28.0153,-81.7331,44.2,FL,WINTER HAVEN                  ,   ,   ,     ,COOP
USC00089795,30.7219,-84.8742,32.6,FL,WOODRUFF DAM                  ,   ,   ,     ,COOP
USC00089900,28.7333,-81.6,53.3,FL,ZELLWOOD                      ,   ,   ,     ,COOP
USW00003815,30.4833,-87.35,28.0,FL,PENSACOLA NAS                 ,   ,   ,     ,COOP
USW00003818,30.8369,-85.1836,32.6,FL,MARIANNA MUNI AP              ,   ,   ,74776,WMO
USW00003843,30.5833,-86.45,47.9,FL,PIERCE FLD AAFB               ,   ,   ,     ,COOP
USW00003844,30.65,-86.5333,57.9,FL,DUKE FLD AAFB                 ,   ,   ,     ,COOP
USW00003852,30.4167,-86.6833,11.9,FL,VALPARAISO HURLBURT FLD       ,   ,   ,74777,WMO
USW00003853,30.4,-81.4167,4.9,FL,MAYPORT PILOT STN             ,   ,   ,     ,COOP
USW00003855,30.35,-87.3167,8.5,FL,PENSACOLA FOREST SHERMAN NAS  ,   ,   ,     ,COOP
USW00003876,30.4333,-86.9333,11.9,FL,VALPARAISO                    ,   ,   ,     ,COOP
USW00003882,30.2119,-85.6828,12.8,FL,PANAMA CITY BAY CO AP         ,   ,   ,     ,COOP
USW00012804,27.65,-81.3333,20.1,FL,AVON PARK GUNNERY RANGE       ,   ,   ,74796,WMO
USW00012809,27.95,-81.7833,57.0,FL,BARTOW MUNI AP                ,   ,   ,     ,COOP
USW00012810,27.85,-82.5167,7.9,FL,MACDILL AFB                   ,   ,   ,74788,WMO
USW00012812,26.9183,-81.9939,6.1,FL,PUNTA GORDA CHARLOTTE CO AP   ,   ,   ,     ,COOP
USW00012815,28.4183,-81.3242,27.1,FL,ORLANDO INTL AP               ,   ,   ,72205,WMO
USW00012816,29.6917,-82.2761,40.5,FL,GAINESVILLE RGNL AP           ,   ,   ,74756,WMO
USW00012818,28.4739,-82.4536,19.8,FL,BROOKSVILLE HERNANDO CO AP    ,   ,   ,     ,COOP
USW00012819,28.8214,-81.8097,20.7,FL,LEESBURG MUNI AP              ,   ,   ,     ,COOP
USW00012824,28.55,-81.3333,34.1,FL,ORLANDO AAF                   ,   ,   ,     ,COOP
USW00012826,25.4833,-80.3833,4.9,FL,HOMESTEAD AFB                 ,   ,   ,     ,COOP
USW00012832,29.7269,-85.0247,5.5,FL,APALACHICOLA AP               ,   ,   ,72220,WMO
USW00012833,29.6333,-83.1053,11.6,FL,CROSS CITY AP                 ,   ,   ,72212,WMO
USW00012834,29.1736,-81.0719,7.9,FL,DAYTONA BEACH INTL AP         ,   ,   ,74787,WMO
USW00012835,26.585,-81.8614,4.0,FL,FT MYERS PAGE FLD AP          ,   ,HCN,     ,COOP
USW00012836,24.5569,-81.7553,0.3,FL,KEY W INTL AP                 ,GSN,HCN,72201,WMO
USW00012837,28.0833,-81.9167,49.1,FL,LAKELAND                      ,   ,   ,     ,COOP
USW00012838,28.0997,-80.6356,6.7,FL,MELBOURNE INTL AP             ,   ,   ,72204,WMO
USW00012839,25.7881,-80.3169,1.5,FL,MIAMI INTL AP                 ,   ,   ,72202,WMO
USW00012841,28.5467,-81.3356,31.7,FL,ORLANDO EXECUTIVE AP          ,   ,   ,     ,COOP
USW00012842,27.9633,-82.54,1.8,FL,TAMPA INTL AP                 ,GSN,   ,72211,WMO
USW00012843,27.6553,-80.4142,5.8,FL,VERO BEACH INTL AP            ,   ,   ,74793,WMO
USW00012844,26.685,-80.0992,3.7,FL,W PALM BEACH INTL AP          ,   ,   ,72203,WMO
USW00012847,29.0833,-81.4167,32.0,FL,DELAND NAS                    ,   ,   ,     ,COOP
USW00012849,26.0789,-80.1622,0.9,FL,FT LAUDERDALE INTL AP         ,   ,   ,74783,WMO
USW00012850,24.5833,-81.6833,1.8,FL,KEY WEST NAS                  ,   ,   ,     ,COOP
USW00012851,28.1,-80.6333,17.1,FL,MELBOURNE NAS                 ,   ,   ,     ,COOP
USW00012852,25.9167,-80.2833,7.9,FL,MIAMI MCAS                    ,   ,   ,     ,COOP
USW00012853,25.6167,-80.4167,9.1,FL,RICHMOND NAS                  ,   ,   ,     ,COOP
USW00012854,28.7794,-81.2436,14.9,FL,ORLANDO SANFORD AP            ,   ,   ,     ,COOP
USW00012855,27.65,-80.4167,15.8,FL,VERO BEACH NAS                ,   ,   ,     ,COOP
USW00012858,24.5667,-81.8,7.9,FL,KEY WEST                      ,   ,   ,     ,COOP
USW00012859,25.7167,-80.2833,4.6,FL,MIAMI WSO CITY                ,   ,   ,     ,COOP
USW00012861,29.1667,-82.2333,26.5,FL,OCALA JIM TAYLOR FLD          ,   ,   ,     ,COOP
USW00012867,28.2333,-80.6,3.0,FL,COCOA BEACH PATRICK AFB       ,   ,   ,74795,WMO
USW00012868,28.4833,-80.5667,4.9,FL,CAPE KENNEDY AFS              ,   ,   ,74794,WMO
USW00012871,27.4014,-82.5586,5.2,FL,SARASOTA BRADENTON AP         ,   ,   ,     ,COOP
USW00012873,27.9125,-82.6856,0.0,FL,ST PETERSBURG CLEARWATER INTL ,   ,   ,     ,COOP
USW00012876,28.0614,-81.7569,43.6,FL,WINTER HAVEN GILBERT AP       ,   ,   ,     ,COOP
USW00012882,25.9103,-80.2828,1.2,FL,MIAMI OPA LOCKA AP            ,   ,   ,     ,COOP
USW00012883,28.0,-82.05,45.1,FL,LAKELAND LINDER RGNL AP       ,   ,   ,     ,COOP
USW00012885,26.1992,-80.1778,3.7,FL,FT LAUDERDALE EXECUTIVE AP    ,   ,   ,     ,COOP
USW00012888,25.6422,-80.4347,1.8,FL,MIAMI KENDALL TAMIAMI EXEC AP ,   ,   ,     ,COOP
USW00012889,29.1431,-81.6328,28.0,FL,PINECASTLE NF                 ,   ,   ,     ,COOP
USW00012894,26.5381,-81.7567,8.2,FL,FT MYERS SW FLORIDA RGNL AP   ,   ,   ,     ,COOP
USW00012895,27.4981,-80.3764,5.8,FL,FT PIERCE ST LUCIE CO INTL AP ,   ,   ,     ,COOP
USW00012896,24.7261,-81.0478,0.9,FL,MARATHON AP                   ,   ,   ,     ,COOP
USW00012897,26.155,-81.7753,2.1,FL,NAPLES MUNI AP                ,   ,   ,     ,COOP
USW00013846,30.0667,-85.5833,7.0,FL,TYNDALL AFB                   ,   ,   ,74775,WMO
USW00013858,30.4833,-86.5167,18.0,FL,VALPARAISO EGLIN AFB          ,   ,   ,     ,COOP
USW00013884,30.7772,-86.5194,46.9,FL,CRESTVIEW FAA/AP              ,   ,   ,     ,COOP
USW00013889,30.4847,-81.7019,48.8,FL,JACKSONVILLE                  ,   ,   ,72206,WMO
USW00013899,30.4761,-87.1858,36.0,FL,PENSACOLA RGNL AP             ,   ,HCN,72222,WMO
USW00053847,30.6972,-87.0208,50.0,FL,WHITING FLD NAS S             ,   ,   ,     ,COOP
USW00053848,30.5119,-86.9542,34.1,FL,CHOCTAW NAVAL OUTLYING FLD MIL,   ,   ,     ,COOP
USW00053853,30.3933,-86.4675,5.5,FL,DESTIN FT WALTON BEACH AP     ,   ,   ,     ,COOP
USW00053860,30.3369,-81.5128,11.9,FL,JACKSONVILLE CRAIG MUNI AP    ,   ,   ,74782,WMO
USW00053862,30.0719,-83.5736,13.7,FL,PERRY FOLEY AP                ,   ,   ,     ,COOP
USW00063871,30.8431,-85.6044,31.1,FL,BONIFAY TRI CO AP             ,   ,   ,     ,COOP
USW00063890,30.3503,-81.8761,27.1,FL,JACKSONVILLE WHITEHOUSE NAVAL ,   ,   ,     ,COOP
USW00073805,30.3486,-85.7883,17.1,FL,NW FLORIDA BEACHES INTL AP    ,   ,   ,     ,COOP
USW00092802,28.1878,-82.6258,12.5,FL,TAMPA BAY EXEC AP             ,   ,   ,     ,COOP
USW00092805,26.2464,-80.1111,4.6,FL,POMPANO BEACH AIRPARK         ,   ,   ,     ,COOP
USW00092806,27.7683,-82.6256,1.2,FL,ST PETERSBURG ALBERT WHITTED A,   ,   ,     ,COOP
USW00092809,25.9994,-80.2411,1.8,FL,HOLLYWOOD N PERRY AP          ,   ,   ,     ,COOP
USW00092811,25.8064,-80.1333,2.4,FL,MIAMI BEACH                   ,   ,   ,     ,COOP
USW00092814,29.9592,-81.3397,3.0,FL,ST AUGUSTINE AP               ,   ,   ,     ,COOP
USW00092821,28.6158,-80.6928,0.9,FL,TITUSVILLE 7 E                ,   ,CRN,     ,COOP
USW00092826,25.8997,-81.3183,1.2,FL,EVERGLADES CITY 5 NE          ,   ,CRN,     ,COOP
USW00092827,27.1525,-81.3689,45.7,FL,SEBRING 23 SSE                ,   ,CRN,     ,COOP
USW00093805,30.3975,-84.3289,53.9,FL,TALLAHASSEE                   ,   ,HCN,72214,WMO
USW00093827,30.3833,-87.4167,11.9,FL,PENSACOLA BRONSON FLD NAAS    ,   ,   ,     ,COOP
USW00093828,30.4,-87.2833,11.0,FL,PENSACOLA CORRY FLD NAAS      ,   ,   ,     ,COOP
USW00093832,30.2167,-81.8833,27.1,FL,JACKSONVILLE CECIL FLD NAS    ,   ,   ,     ,COOP
USW00093837,30.2333,-81.6667,6.1,FL,JACKSONVILLE NAS              ,   ,   ,     ,COOP
USW00093838,30.1833,-82.5667,68.0,FL,LAKE CITY NAS                 ,   ,   ,     ,COOP
USW00093841,30.7167,-87.0167,60.7,FL,WHITING FLD NAS               ,   ,   ,     ,COOP
USW00093852,30.3333,-81.65,25.0,FL,JACKSONVILLE WB CITY          ,   ,   ,     ,COOP
USW00093859,30.4167,-87.2167,15.8,FL,PENSACOLA WB CITY             ,   ,   ,     ,COOP
